Committee_Id,Committee_Name,Link_Image,Committee_Election_State,Committee_Election_District,Report_Type,Receipt_Date,Coverage_Start_Date,Coverage_End_Date,Quarterly_Contribution,Semi_Annual_Contribution
"C00310532","KAY GRANGER CAMPAIGN FUND","http://docquery.fec.gov/cgi-bin/fecimg/?_201607159020605351+0","TX","12","JULY QUARTERLY / SEMI-ANNUAL","15-JUL-16","01-APR-16","30-JUN-16","76900","76900"
"C00419978","CAROL SHEA-PORTER FOR CONGRESS","http://docquery.fec.gov/cgi-bin/fecimg/?_201607159020614978+0","NH","01","JULY QUARTERLY / SEMI-ANNUAL","15-JUL-16","01-JAN-16","30-JUN-16","19536","19536"
"C00574889","TAMMY FOR ILLINOIS","http://docquery.fec.gov/cgi-bin/fecimg/?_201607200200263770+0","IL","00","JULY QUARTERLY","15-JUL-16","01-APR-16","30-JUN-16","128786","248173"
"C00326801","TAMMY BALDWIN FOR SENATE","http://docquery.fec.gov/cgi-bin/fecimg/?_201607200200273161+0","WI","00","JULY QUARTERLY","15-JUL-16","01-MAR-16","30-JUN-16","0","0"
"C00578013","RUSS FOR WISCONSIN","http://docquery.fec.gov/cgi-bin/fecimg/?_201607200200276384+0","WI","00","JULY QUARTERLY","15-JUL-16","01-APR-16","30-JUN-16","129883","263675"
"C00346312","FRIENDS OF SCHUMER","http://docquery.fec.gov/cgi-bin/fecimg/?_201607210200287241+0","NY","00","JULY QUARTERLY","15-JUL-16","09-JUN-16","30-JUN-16","0","0"
"C00589820","DEBORAH ROSS FOR SENATE","http://docquery.fec.gov/cgi-bin/fecimg/?_201607210200295415+0","NC","00","JULY QUARTERLY","15-JUL-16","01-JAN-16","30-JUN-16","64568","64568"
"C00042366","DSCC","http://docquery.fec.gov/cgi-bin/fecimg/?_201607150200219679+0","","","JULY QUARTERLY","15-JUL-16","01-APR-16","30-JUN-16","335850","1607076"
"C00588772","MAGGIE FOR NH","http://docquery.fec.gov/cgi-bin/fecimg/?_201607150200222833+0","NH","00","JULY QUARTERLY","15-JUL-16","01-APR-16","30-JUN-16","66689","66689"
"C00573212","STRICKLAND FOR SENATE","http://docquery.fec.gov/cgi-bin/fecimg/?_201607150200219000+0","OH","00","JULY QUARTERLY","15-JUL-16","01-APR-16","30-JUN-16","72999","118387"
"C00308676","WYDEN FOR SENATE","http://docquery.fec.gov/cgi-bin/fecimg/?_201607200200262786+0","OR","00","JULY QUARTERLY","14-JUL-16","28-APR-16","30-JUN-16","19342","60713"
"C00610220","GREEN SENATE IMPACT 2016","http://docquery.fec.gov/cgi-bin/fecimg/?_201607120200216381+0","","","JULY QUARTERLY","12-JUL-16","01-APR-16","30-JUN-16","162800","162800"
"C00616193","BADGER STATE RURAL","http://docquery.fec.gov/cgi-bin/fecimg/?_201607060300079412+0","","","JULY QUARTERLY","06-JUL-16","01-APR-16","30-JUN-16","0","0"
"C00458398","BENNET FOR COLORADO","http://docquery.fec.gov/cgi-bin/fecimg/?_201606170200199739+0","CO","00","PRE-PRIMARY","17-JUN-16","01-APR-16","08-JUN-16","34072","0"
"C00575548","CATHERINE CORTEZ MASTO FOR SENATE","http://docquery.fec.gov/cgi-bin/fecimg/?_201606020200192082+0","NV","00","PRE-PRIMARY","02-JUN-16","01-APR-16","25-MAY-16","31245","0"
"C00308676","WYDEN FOR SENATE","http://docquery.fec.gov/cgi-bin/fecimg/?_201605050200174416+0","OR","00","PRE-PRIMARY","02-MAY-16","01-APR-16","27-APR-16","30300","0"
"C00575795","HILLARY FOR AMERICA","http://docquery.fec.gov/cgi-bin/fecimg/?_201604159012556514+0","NY","","APRIL QUARTERLY","15-APR-16","01-JAN-16","31-MAR-16","1550185","0"
"C00586537","HILLARY VICTORY FUND","http://docquery.fec.gov/cgi-bin/fecimg/?_201604159012556278+0","NY","","APRIL QUARTERLY","15-APR-16","01-JAN-16","31-MAR-16","271600","0"
"C00573212","STRICKLAND FOR SENATE","http://docquery.fec.gov/cgi-bin/fecimg/?_201604180200120498+0","OH","00","APRIL QUARTERLY","15-APR-16","01-JAN-16","31-MAR-16","22740","0"
"C00575548","CATHERINE CORTEZ MASTO FOR SENATE","http://docquery.fec.gov/cgi-bin/fecimg/?_201604180200120510+0","NV","00","APRIL QUARTERLY","15-APR-16","01-JAN-16","31-MAR-16","171910","0"
"C00458844","MARCO RUBIO FOR PRESIDENT","http://docquery.fec.gov/cgi-bin/fecimg/?_201604159012463478+0","","","APRIL QUARTERLY","15-APR-16","01-JAN-16","31-MAR-16","399202.16","399202.16"
"C00458398","BENNET FOR COLORADO","http://docquery.fec.gov/cgi-bin/fecimg/?_201604150200109801+0","CO","00","APRIL QUARTERLY","15-APR-16","01-JAN-16","31-MAR-16","69834","0"
"C00346312","FRIENDS OF SCHUMER","http://docquery.fec.gov/cgi-bin/fecimg/?_201604200200151978+0","NY","00","APRIL QUARTERLY","15-APR-16","01-JAN-16","31-MAR-16","94250","0"
"C00574889","TAMMY FOR ILLINOIS","http://docquery.fec.gov/cgi-bin/fecimg/?_201604200200150997+0","IL","00","APRIL QUARTERLY","15-APR-16","25-FEB-16","31-MAR-16","75337","0"
"C00326801","TAMMY BALDWIN FOR SENATE","http://docquery.fec.gov/cgi-bin/fecimg/?_201604210200170342+0","","","APRIL QUARTERLY","15-APR-16","01-JAN-16","31-MAR-16","0",""
"C00588772","MAGGIE FOR NH","http://docquery.fec.gov/cgi-bin/fecimg/?_201604150200103035+0","NH","00","APRIL QUARTERLY","15-APR-16","01-JAN-16","31-MAR-16","57746","0"
"C00042366","DSCC","http://docquery.fec.gov/cgi-bin/fecimg/?_201604150200102263+0","","","APRIL QUARTERLY","15-APR-16","01-JAN-16","31-MAR-16","1137200","0"
"C00578013","RUSS FOR WISCONSIN","http://docquery.fec.gov/cgi-bin/fecimg/?_201604200200151403+0","WI","00","APRIL QUARTERLY","15-APR-16","01-JAN-16","31-MAR-16","122983","0"
"C00027466","NRSC","http://docquery.fec.gov/cgi-bin/fecimg/?_201604140200097482+0","","","APRIL QUARTERLY","14-APR-16","01-JAN-16","31-MAR-16","0","0"
"C00333427","WALDEN FOR CONGRESS","http://docquery.fec.gov/cgi-bin/fecimg/?_201604149012405197+0","OR","02","APRIL QUARTERLY","14-APR-16","01-JAN-16","31-MAR-16","22450","22450"
"C00582809","KATIE MCGINTY FOR SENATE","http://docquery.fec.gov/cgi-bin/fecimg/?_201604140200100668+0","PA","00","PRE-PRIMARY","14-APR-16","01-JAN-16","06-APR-16","49284","0"
"C00609578","GEIGER FOR PRESIDENT","http://docquery.fec.gov/cgi-bin/fecimg/?_201603169009769336+0","","","MARCH MONTHLY","16-MAR-16","01-FEB-16","29-FEB-16","0","0"
"C00580399","CHRIS CHRISTIE FOR PRESIDENT, INC.","http://docquery.fec.gov/cgi-bin/fecimg/?_201602229009618563+0","","","MONTHLY YEAR END / SEMI-ANNUAL","22-FEB-16","01-OCT-15","31-DEC-15","0","23400"
"C00580738","PATIENT'S RIGHT TO EXCELLENT MEDICINE","http://docquery.fec.gov/cgi-bin/fecimg/?_201602080300048716+0","","","YEAR-END","08-FEB-16","01-JUL-15","31-DEC-15","0","31179"
"C00575795","HILLARY FOR AMERICA","http://docquery.fec.gov/cgi-bin/fecimg/?_201601319005281848+0","NY","","QUARTERLY YEAR END / SEMI-ANN","31-JAN-16","01-OCT-15","31-DEC-15","716981","2050443.16"
"C00579458","JEB 2016, INC.","http://docquery.fec.gov/cgi-bin/fecimg/?_201601319005238003+0","","","QUARTERLY YEAR END / SEMI-ANN","31-JAN-16","01-OCT-15","31-DEC-15","195795","406970"
"C00458844","MARCO RUBIO FOR PRESIDENT","http://docquery.fec.gov/cgi-bin/fecimg/?_201601319005212590+0","","","QUARTERLY YEAR END / SEMI-ANN","31-JAN-16","01-OCT-15","31-DEC-15","676129","1036622.5"
"C00586537","HILLARY VICTORY FUND","http://docquery.fec.gov/cgi-bin/fecimg/?_201601319005281865+0","NY","","QUARTERLY YEAR END / SEMI-ANN","31-JAN-16","01-OCT-15","31-DEC-15","236800","236800"
"C00326801","TAMMY BALDWIN FOR SENATE","http://docquery.fec.gov/cgi-bin/fecimg/?_201602040200057204+0","","","YEAR-END","29-JAN-16","01-OCT-15","31-DEC-15","0",""
"C00574889","TAMMY FOR ILLINOIS","http://docquery.fec.gov/cgi-bin/fecimg/?_201602030200048512+0","IL","00","YEAR-END","29-JAN-16","01-OCT-15","31-DEC-15","0","20846"
"C00271338","AMERIPAC: THE FUND FOR A GREATER AMERICA","http://docquery.fec.gov/cgi-bin/fecimg/?_201601299004728447+0","","","MONTHLY SEMI-ANNUAL (YE)","29-JAN-16","01-DEC-15","31-DEC-15","0","41450"
"C00588772","MAGGIE FOR NH","http://docquery.fec.gov/cgi-bin/fecimg/?_201602010200023312+0","NH","00","YEAR-END","29-JAN-16","05-OCT-15","31-DEC-15","21216","21216"
"C00410803","WHITEHOUSE FOR SENATE","http://docquery.fec.gov/cgi-bin/fecimg/?_201602030200044169+0","RI","00","YEAR-END","29-JAN-16","01-OCT-15","31-DEC-15","17850","18850"
"C00042366","DSCC","http://docquery.fec.gov/cgi-bin/fecimg/?_201601290200006409+0","","","YEAR-END","29-JAN-16","01-JUL-15","31-DEC-15","905432","905432"
"C00540732","SCHATZ FOR SENATE","http://docquery.fec.gov/cgi-bin/fecimg/?_201602010200022639+0","HI","00","YEAR-END","29-JAN-16","01-OCT-15","31-DEC-15","0","58510"
"C00575548","CATHERINE CORTEZ MASTO FOR SENATE","http://docquery.fec.gov/cgi-bin/fecimg/?_201602020200036315+0","NV","00","YEAR-END","29-JAN-16","01-OCT-15","31-DEC-15","44950","54870"
"C00458398","BENNET FOR COLORADO","http://docquery.fec.gov/cgi-bin/fecimg/?_201602020200036447+0","CO","00","YEAR-END","29-JAN-16","01-OCT-15","31-DEC-15","62935","70390"
"C00578013","RUSS FOR WISCONSIN","http://docquery.fec.gov/cgi-bin/fecimg/?_201602030200051262+0","WI","00","YEAR-END","29-JAN-16","01-OCT-15","31-DEC-15","137322","233865"
"C00304709","ADAM SMITH FOR CONGRESS COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_201601299004767936+0","WA","09","QUARTERLY YEAR END / SEMI-ANN","29-JAN-16","01-JUL-15","31-DEC-15","33900","33900"
"C00000935","DCCC","http://docquery.fec.gov/cgi-bin/fecimg/?_201601219004560596+0","","","MONTHLY SEMI-ANNUAL (YE)","21-JAN-16","01-DEC-15","31-DEC-15","0","29700"
"C00592824","WOLFE FOR PRESIDENT","http://docquery.fec.gov/cgi-bin/fecimg/?_201512019004122615+0","","","DECEMBER MONTHLY","01-DEC-15","26-NOV-15","30-NOV-15","0","0"
"C00000935","DCCC","http://docquery.fec.gov/cgi-bin/fecimg/?_201511209003426350+0","","","NOVEMBER MONTHLY","20-NOV-15","01-OCT-15","31-OCT-15","29700","0"
"C00271338","AMERIPAC: THE FUND FOR A GREATER AMERICA","http://docquery.fec.gov/cgi-bin/fecimg/?_201510209003154478+0","","","AUGUST MONTHLY","20-OCT-15","01-JUL-15","31-JUL-15","26950","0"
"C00304709","ADAM SMITH FOR CONGRESS COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_201510159002918562+0","WA","09","OCTOBER QUARTERLY","15-OCT-15","01-JUL-15","30-SEP-15","33900","0"
"C00504688","OTERO FOR CONGRESS","http://docquery.fec.gov/cgi-bin/fecimg/?_201510159002916688+0","","","OCTOBER QUARTERLY","15-OCT-15","01-JUL-15","30-SEP-15","0","0"
"C00326801","TAMMY BALDWIN FOR SENATE","http://docquery.fec.gov/cgi-bin/fecimg/?_201510210200307534+0","","","OCTOBER QUARTERLY","15-OCT-15","01-JUL-15","30-SEP-15","0",""
"C00575795","HILLARY FOR AMERICA","http://docquery.fec.gov/cgi-bin/fecimg/?_201510159003075838+0","NY","","OCTOBER QUARTERLY","15-OCT-15","01-JUL-15","30-SEP-15","1099913","0"
"C00580399","CHRIS CHRISTIE FOR PRESIDENT, INC.","http://docquery.fec.gov/cgi-bin/fecimg/?_201510159003074554+0","","","OCTOBER QUARTERLY","15-OCT-15","01-JUL-15","30-SEP-15","23400","23400"
"C00458844","MARCO RUBIO FOR PRESIDENT","http://docquery.fec.gov/cgi-bin/fecimg/?_201510159003053834+0","","","OCTOBER QUARTERLY","15-OCT-15","01-JUL-15","30-SEP-15","365605","0"
"C00578013","RUSS FOR WISCONSIN","http://docquery.fec.gov/cgi-bin/fecimg/?_201510210200302936+0","WI","00","OCTOBER QUARTERLY","15-OCT-15","01-JUL-15","30-SEP-15","85067","0"
"C00540732","SCHATZ FOR SENATE","http://docquery.fec.gov/cgi-bin/fecimg/?_201510160200258851+0","HI","00","OCTOBER QUARTERLY","15-OCT-15","01-JUL-15","30-SEP-15","35715","0"
"C00579458","JEB 2016, INC.","http://docquery.fec.gov/cgi-bin/fecimg/?_201510159003083509+0","","","OCTOBER QUARTERLY","15-OCT-15","01-JUL-15","30-SEP-15","179525","0"
"C00271338","AMERIPAC: THE FUND FOR A GREATER AMERICA","http://docquery.fec.gov/cgi-bin/fecimg/?_201508209000870809+0","","","AUGUST MONTHLY","20-AUG-15","01-JUL-15","31-JUL-15","25250","0"
"C00464297","FRIENDS OF KELLY AYOTTE INC","http://docquery.fec.gov/cgi-bin/fecimg/?_201508170200231635+0","NH","00","JULY QUARTERLY","12-AUG-15","01-JAN-15","30-JUN-15","0","43200"
"C00042366","DSCC","http://docquery.fec.gov/cgi-bin/fecimg/?_201508030200230711+0","","","QUARTERLY MID-YEAR / SEMI-ANN","31-JUL-15","01-JAN-15","30-JUN-15","2099885","2099885"
"C00578013","RUSS FOR WISCONSIN","http://docquery.fec.gov/cgi-bin/fecimg/?_201507200200206144+0","WI","00","JULY QUARTERLY / SEMI-ANNUAL","15-JUL-15","01-JAN-15","30-JUN-15","35453","35453"
"C00575795","HILLARY FOR AMERICA","http://docquery.fec.gov/cgi-bin/fecimg/?_201507159000221827+0","NY","","JULY QUARTERLY / SEMI-ANNUAL","15-JUL-15","01-APR-15","30-JUN-15","2075344.6","2075344.6"
"C00346312","FRIENDS OF SCHUMER","http://docquery.fec.gov/cgi-bin/fecimg/?_201507210200227729+0","NY","00","JULY QUARTERLY / SEMI-ANNUAL","15-JUL-15","01-APR-15","30-JUN-15","240060","475357"
"C00579458","JEB 2016, INC.","http://docquery.fec.gov/cgi-bin/fecimg/?_201507159000163851+0","","","JULY QUARTERLY / SEMI-ANNUAL","15-JUL-15","01-APR-15","30-JUN-15","228400","228400"
"C00540732","SCHATZ FOR SENATE","http://docquery.fec.gov/cgi-bin/fecimg/?_201507160200196256+0","HI","00","JULY QUARTERLY / SEMI-ANNUAL","15-JUL-15","01-APR-15","30-JUN-15","29825","47225"
"C00458844","MARCO RUBIO FOR PRESIDENT","http://docquery.fec.gov/cgi-bin/fecimg/?_201507159000235203+0","","","JULY QUARTERLY / SEMI-ANNUAL","15-JUL-15","01-APR-15","30-JUN-15","133450","0"
"C00326801","TAMMY BALDWIN FOR SENATE","http://docquery.fec.gov/cgi-bin/fecimg/?_201507200200209264+0","","","JULY QUARTERLY / SEMI-ANNUAL","15-JUL-15","01-APR-15","30-JUN-15","0",""
"C00000935","DEMOCRATIC CONGRESSIONAL CAMPAIGN COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_201507109000078511+0","","","QUARTERLY MID-YEAR / SEMI-ANN","10-JUL-15","01-JAN-15","30-JUN-15","30500","30500"
"C00326801","TAMMY BALDWIN FOR SENATE","http://docquery.fec.gov/cgi-bin/fecimg/?_15020154574+0","","","APRIL QUARTERLY","15-APR-15","01-JAN-15","31-MAR-15","0",""
"C00286187","THORNBERRY FOR CONGRESS COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_15970349116+0","","","","15-APR-15","01-JAN-15","31-MAR-15","33150","0"
"C00346312","FRIENDS OF SCHUMER","http://docquery.fec.gov/cgi-bin/fecimg/?_15020155002+0","NY","00","APRIL QUARTERLY","15-APR-15","01-JAN-15","31-MAR-15","228297","0"
"C00464297","FRIENDS OF KELLY AYOTTE INC","http://docquery.fec.gov/cgi-bin/fecimg/?_15020135399+0","NH","00","APRIL QUARTERLY","15-APR-15","01-JAN-15","31-MAR-15","43200","0"
"C00547083","ALISON FOR KENTUCKY","http://docquery.fec.gov/cgi-bin/fecimg/?_15020126647+0","KY","","QUARTERLY YEAR END / SEMI-ANN","10-APR-15","01-OCT-14","31-DEC-14","27947","62461"
"C00550434","BELLOWS FOR SENATE","http://docquery.fec.gov/cgi-bin/fecimg/?_15020117079+0","ME","00","QUARTERLY YEAR END / SEMI-ANN","13-MAR-15","25-NOV-14","31-DEC-14","0","25920"
"C00569327","MEETING ROOM; THE","http://docquery.fec.gov/cgi-bin/fecimg/?_15031402400+0","","","POST-GENERAL","09-MAR-15","07-OCT-14","24-NOV-14","",""
"C00369033","TEXANS FOR SENATOR JOHN CORNYN INC","http://docquery.fec.gov/cgi-bin/fecimg/?_15020108848+0","TX","","QUARTERLY YEAR END / SEMI-ANN","25-FEB-15","01-JUL-14","31-DEC-14","0","53000"
"C00548354","MISSION: EQUALITY AND DEMOCRACY LLC","http://docquery.fec.gov/cgi-bin/fecimg/?_15031400972+0","","","QUARTERLY YEAR END / SEMI-ANN","23-FEB-15","01-JUL-14","31-DEC-14","0","0"
"C00331439","UDALL FOR COLORADO","http://docquery.fec.gov/cgi-bin/fecimg/?_15020107681+0","CO","00","QUARTERLY YEAR END / SEMI-ANN","20-FEB-15","25-NOV-14","31-DEC-14","0","485754"
"C00457622","HAGAN FOR US SENATE INC","http://docquery.fec.gov/cgi-bin/fecimg/?_15020090124+0","NC","00","QUARTERLY YEAR END / SEMI-ANN","01-FEB-15","25-NOV-14","31-DEC-14","0","207181"
"C00326801","TAMMY BALDWIN FOR SENATE","http://docquery.fec.gov/cgi-bin/fecimg/?_15020081389+0","","","QUARTERLY YEAR END / SEMI-ANN","31-JAN-15","01-OCT-14","31-DEC-14","0",""
"C00204370","FRIENDS FOR HARRY REID","http://docquery.fec.gov/cgi-bin/fecimg/?_15020053429+0","NV","00","QUARTERLY YEAR END / SEMI-ANN","30-JAN-15","01-OCT-14","31-DEC-14","0","34600"
"C00437889","PETERS FOR MICHIGAN","http://docquery.fec.gov/cgi-bin/fecimg/?_15020052884+0","MI","00","QUARTERLY YEAR END / SEMI-ANN","30-JAN-15","01-OCT-14","31-DEC-14","18080","194305"
"C00540732","SCHATZ FOR SENATE","http://docquery.fec.gov/cgi-bin/fecimg/?_15020052888+0","HI","00","QUARTERLY YEAR END / SEMI-ANN","30-JAN-15","01-OCT-14","31-DEC-14","0","26351"
"C00042366","DEMOCRATIC SENATORIAL CAMPAIGN COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_15020045086+0","","","QUARTERLY YEAR END / SEMI-ANN","30-JAN-15","25-NOV-14","31-DEC-14","0","1195358"
"C00144154","INTERNATIONAL ASSOCIATION OF AMUSEMENT PARKS AND ATTRACTIONS PAC (IAAPA-PAC)","http://docquery.fec.gov/cgi-bin/fecimg/?_15970167425+0","VA","","PRE-GENERAL","30-JAN-15","01-OCT-14","15-OCT-14","0","0"
"C00271338","AMERIPAC: THE FUND FOR A GREATER AMERICA","http://docquery.fec.gov/cgi-bin/fecimg/?_15950389235+0","","","MONTHLY SEMI-ANNUAL (YE)","30-JAN-15","25-NOV-14","31-DEC-14","0","52700"
"C00549592","NATALIE TENNANT FOR SENATE","http://docquery.fec.gov/cgi-bin/fecimg/?_15020053616+0","WV","00","QUARTERLY YEAR END / SEMI-ANN","30-JAN-15","25-NOV-14","31-DEC-14","0","19057"
"C00565812","MARTY MCCLENDON FOR CONGRESS COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_14953214673+0","WA","06","POST-GENERAL","17-DEC-14","15-OCT-14","04-NOV-14","0","0"
"C00457622","HAGAN FOR US SENATE INC","http://docquery.fec.gov/cgi-bin/fecimg/?_14021361747+0","NC","00","POST-GENERAL","04-DEC-14","16-OCT-14","24-NOV-14","26124","0"
"C00042366","DEMOCRATIC SENATORIAL CAMPAIGN COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_14021253315+0","","","POST-GENERAL","04-DEC-14","16-OCT-14","24-NOV-14","98300","0"
"C00331439","UDALL FOR COLORADO","http://docquery.fec.gov/cgi-bin/fecimg/?_14021424015+0","CO","00","POST-GENERAL","03-DEC-14","16-OCT-14","24-NOV-14","62067","0"
"C00117721","CONGRESSIONAL MAJORITY COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_14952539354+0","","","PRE-GENERAL","23-OCT-14","01-OCT-14","15-OCT-14","0","0"
"C00042366","DEMOCRATIC SENATORIAL CAMPAIGN COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_14021150001+0","","","PRE-GENERAL","23-OCT-14","01-OCT-14","15-OCT-14","0",""
"C00144154","INTERNATIONAL ASSOCIATION OF AMUSEMENT PARKS AND ATTRACTIONS PAC (IAAPA-PAC)","http://docquery.fec.gov/cgi-bin/fecimg/?_14951887837+0","VA","","PRE-GENERAL","21-OCT-14","01-OCT-14","15-OCT-14","0","0"
"C00331439","UDALL FOR COLORADO","http://docquery.fec.gov/cgi-bin/fecimg/?_14021104137+0","CO","00","PRE-GENERAL","20-OCT-14","01-OCT-14","15-OCT-14","37408","0"
"C00331439","UDALL FOR COLORADO","http://docquery.fec.gov/cgi-bin/fecimg/?_14020990001+0","CO","00","OCTOBER QUARTERLY","15-OCT-14","01-JUL-14","30-SEP-14","353837","0"
"C00326801","TAMMY BALDWIN FOR SENATE","http://docquery.fec.gov/cgi-bin/fecimg/?_14021083109+0","","","OCTOBER QUARTERLY","15-OCT-14","01-JUL-14","30-SEP-14","0",""
"C00550434","BELLOWS FOR SENATE","http://docquery.fec.gov/cgi-bin/fecimg/?_14020843246+0","ME","00","OCTOBER QUARTERLY","15-OCT-14","01-JUL-14","30-SEP-14","21655","0"
"C00457622","HAGAN FOR US SENATE INC","http://docquery.fec.gov/cgi-bin/fecimg/?_14020870001+0","NC","00","OCTOBER QUARTERLY","15-OCT-14","01-JUL-14","30-SEP-14","139617","0"
"C00369033","TEXANS FOR SENATOR JOHN CORNYN INC","http://docquery.fec.gov/cgi-bin/fecimg/?_14021040252+0","","","OCTOBER QUARTERLY","15-OCT-14","01-JUL-14","30-SEP-14","53000","0"
"C00547083","ALISON FOR KENTUCKY","http://docquery.fec.gov/cgi-bin/fecimg/?_14020890001+0","KY","","OCTOBER QUARTERLY","15-OCT-14","01-JUL-14","30-SEP-14","34514","0"
"C00540732","SCHATZ FOR SENATE","http://docquery.fec.gov/cgi-bin/fecimg/?_14020833347+0","HI","00","OCTOBER QUARTERLY","15-OCT-14","01-JUL-14","30-SEP-14","26226","0"
"C00204370","FRIENDS FOR HARRY REID","http://docquery.fec.gov/cgi-bin/fecimg/?_14020814979+0","NV","00","OCTOBER QUARTERLY","15-OCT-14","01-JUL-14","30-SEP-14","32000","0"
"C00437889","PETERS FOR MICHIGAN","http://docquery.fec.gov/cgi-bin/fecimg/?_14020833207+0","MI","00","OCTOBER QUARTERLY","15-OCT-14","01-JUL-14","30-SEP-14","165383","0"
"C00548354","MISSION: EQUALITY AND DEMOCRACY LLC","http://docquery.fec.gov/cgi-bin/fecimg/?_14031321660+0","","","OCTOBER QUARTERLY","14-OCT-14","01-JUL-14","30-SEP-14","",""
"C00042366","DEMOCRATIC SENATORIAL CAMPAIGN COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_14020702856+0","","","SEPTEMBER MONTHLY","19-SEP-14","01-AUG-14","31-AUG-14","122800","0"
"C00042366","DEMOCRATIC SENATORIAL CAMPAIGN COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_14020670036+0","","","AUGUST MONTHLY","20-AUG-14","01-JUL-14","31-JUL-14","688291","0"
"C00271338","AMERIPAC: THE FUND FOR A GREATER AMERICA","http://docquery.fec.gov/cgi-bin/fecimg/?_14950054964+0","","","AUGUST MONTHLY","20-AUG-14","01-JUL-14","31-JUL-14","41200","0"
"C00437277","JEFF MERKLEY FOR OREGON","http://docquery.fec.gov/cgi-bin/fecimg/?_14020683387+0","OR","00","JULY QUARTERLY / SEMI-ANNUAL","18-AUG-14","01-APR-14","30-JUN-14","0","81407"
"C00548354","MISSION: EQUALITY AND DEMOCRACY LLC","http://docquery.fec.gov/cgi-bin/fecimg/?_14031283945+0","","","QUARTERLY SEMI-ANNUAL (MY)","08-AUG-14","","","","0"
"C00548354","MISSION: EQUALITY AND DEMOCRACY LLC","http://docquery.fec.gov/cgi-bin/fecimg/?_14031283949+0","","","APRIL QUARTERLY","08-AUG-14","01-JAN-14","31-MAR-14","","0"
"C00042366","DEMOCRATIC SENATORIAL CAMPAIGN COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_14020570942+0","","","JULY MONTHLY / SEMI-ANNUAL","18-JUL-14","01-JUN-14","30-JUN-14","69850","1780383"
"C00000935","DEMOCRATIC CONGRESSIONAL CAMPAIGN COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_14941870981+0","","","JULY MONTHLY / SEMI-ANNUAL","18-JUL-14","","","34000","34000"
"C00042366","DEMOCRATIC SENATORIAL CAMPAIGN COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_14020562973+0","","","JUNE MONTHLY","17-JUL-14","01-MAY-14","31-MAY-14","48900","0"
"C00042366","DEMOCRATIC SENATORIAL CAMPAIGN COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_14020562967+0","","","MARCH MONTHLY","17-JUL-14","01-FEB-14","28-FEB-14","491999","0"
"C00329896","UDALL FOR US ALL","http://docquery.fec.gov/cgi-bin/fecimg/?_14020513501+0","NM","00","JULY QUARTERLY / SEMI-ANNUAL","15-JUL-14","15-MAY-14","30-JUN-14","0","17413"
"C00457622","HAGAN FOR US SENATE INC","http://docquery.fec.gov/cgi-bin/fecimg/?_14020520820+0","NC","00","JULY QUARTERLY / SEMI-ANNUAL","15-JUL-14","01-APR-14","30-JUN-14","52401","80001"
"C00549592","NATALIE TENNANT FOR SENATE","http://docquery.fec.gov/cgi-bin/fecimg/?_14020490729+0","WV","00","JULY QUARTERLY","15-JUL-14","24-APR-14","30-JUN-14","0","24904"
"C00547083","ALISON FOR KENTUCKY","http://docquery.fec.gov/cgi-bin/fecimg/?_14020491591+0","KY","","JULY QUARTERLY","15-JUL-14","01-APR-14","30-JUN-14","19084","53672"
"C00204370","FRIENDS FOR HARRY REID","http://docquery.fec.gov/cgi-bin/fecimg/?_14020491587+0","NV","00","JULY QUARTERLY","15-JUL-14","01-APR-14","30-JUN-14","0","24250"
"C00457325","SHAHEEN FOR SENATE","http://docquery.fec.gov/cgi-bin/fecimg/?_14020592662+0","NH","00","JULY QUARTERLY / SEMI-ANNUAL","15-JUL-14","01-APR-14","30-JUN-14","167306","198147"
"C00550434","BELLOWS FOR SENATE","http://docquery.fec.gov/cgi-bin/fecimg/?_14020490428+0","ME","00","JULY QUARTERLY","15-JUL-14","22-MAY-14","30-JUN-14","7358","40067"
"C00540732","SCHATZ FOR SENATE","http://docquery.fec.gov/cgi-bin/fecimg/?_14020500106+0","HI","00","JULY QUARTERLY","15-JUL-14","01-APR-14","30-JUN-14","62469","90783"
"C00272211","PETE KING FOR CONGRESS COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_14961606182+0","NY","02","QUARTERLY SEMI-ANNUAL (MY)","15-JUL-14","30-APR-14","30-JUN-14","35250","35250"
