brooking538merged (1)
,Unnamed: 0,Candidate.First.Name,Candidate.Last.Name,Candidate.State,Candidate.District,Candidate.Party,Incumbent,Freshman.Member,Candidate.Website.URL,Candidate.Gender,Listed.military.service.,Education,Marital.Status,Previous.Electoral.Experience,Position.on.Affordable.Care.Act..ObamaCare.,Position.on.Minimum.Wage,Position.on.Federal.Taxes,Position.on.Business.Regulations,Position.on.National.Debt.Deficit,Position.on.Social.Security,Position.on.Gun.Control,Position.on.Immigration,Position.on.Abortion,Position.on.Same.Sex.Marriage,Position.on.Criminal.Justice.Reform,Position.on.Federal.K.12.Education.Policy,Position.on.Climate.Change,Position.on.Campaign.Finance.Reform,Position.on.Legalization.Decriminalization.of.Marijuana.Policy,Position.on.Defense.Spending,Position.on.Handling.Terrorism.Abroad,Position.on.Russia,Party.Category,Party.Category.1,Incumbency,Female,Democrat,Republican,Trump.Mention,Obama.Mention,Sanders.Mention,Clinton.Mention,Special.Counsel.Mention,Travel.Ban.Mention,SinglePayer,Primary.Outcome,Primary.Runoff.Outcome,Candidate,District,total_runners,Unnamed: 0,Candidate,State,District,Office Type,Race Type,Race Primary Election Date,Primary Status,Primary Runoff Status,General Status,Partisan Lean,Primary %,Won Primary,Race,Veteran?,LGBTQ?,Elected Official?,Self-Funder?,STEM?,Obama Alum?,Party Support?,Emily Endorsed?,Guns Sense Candidate?,Biden Endorsed?,Warren Endorsed? ,Sanders Endorsed?,Our Revolution Endorsed?,Justice Dems Endorsed?,PCCC Endorsed?,Indivisible Endorsed?,WFP Endorsed?,VoteVets Endorsed?,No Labels Support?,dist_num,District Abbrev,total_runners
314,575,PATRICIA,SPEARMAN,NV,4,Democrat,,,https://www.spearman4congress.com/,Female,"Yes, the candidate serves or served in the military",Ph.D.,No information,Candidate mentions previous elected office experience,Candidate provides complicated/complex/unclear position,Candidate provides no information,Candidate provides no information,Candidate provides no information,Candidate provides no information,Candidate supports protecting the status quo Social Security system,Candidate supports gun control measures,Candidate supports comprehensive immigration reform (including a path to citizenship for illegal immigrants),Candidate identifies with the pro-choice position (i.e. supports abortion rights),Candidate supports marriage equality measures,Candidate provides no information,Candidate provides complicated/complex/unclear position,Candidate supports regulations and measures to combat climate change,Candidate provides no information,Candidate supports legalization/decriminalization of marijuana,Candidate provides no information,Candidate provides no information,Candidate provides no information,Progressive Democrat,,0,1,1,0,NEGATIVE MENTION,POSITIVE MENTION,NO MENTION,NO MENTION,NO MENTION,NO MENTION,"Yes, candidate supports universal healthcare reforms",0,,patricia spearman,NV-4,6,350,patricia spearman,NV,U.S. House Nevada District 4,Representative,Regular,6/12/18,Lost,None,0,3.8199999,15.24,No,1,1,1,1,0,0,0,No,,Yes,No,,,No,No,,No,,Yes,,4,NV-4,6
315,576,ALLISON,STEPHENS,NV,4,Democrat,,,https://www.allisonfornevada.com/,Female,"No, the candidate does not include any information about serving in the military",Ph.D.,Single,Candidate mentions previous elected office experience,Candidate provides complicated/complex/unclear position,Candidate supports raising the minimum wage,Candidate provides no information,Candidate provides no information,Candidate provides no information,Candidate supports protecting the status quo Social Security system,Candidate provides no information,Candidate provides no information,Candidate identifies with the pro-choice position (i.e. supports abortion rights),Candidate provides no information,Candidate provides no information,Candidate supports federal proposals for major education reform (including common core),Candidate provides no information,Candidate provides no information,Candidate provides no information,Candidate provides no information,Candidate provides no information,Candidate provides no information,Progressive Democrat,,0,1,1,0,NO MENTION,NO MENTION,NO MENTION,NO MENTION,NO MENTION,NO MENTION,"Yes, candidate supports universal healthcare reforms",0,,allison stephens,NV-4,6,347,allison stephens,NV,U.S. House Nevada District 4,Representative,Regular,6/12/18,Lost,None,0,3.8199999,6.02,No,1,0,0,1,0,0,0,No,,No,No,,,No,No,,No,,No,,4,NV-4,6
316,577,STEVEN,HORSFORD,NV,4,Democrat,,,https://www.stevenhorsford.com/,Male,"No, the candidate does not include any information about serving in the military",No Education Information Listed,Married,Candidate mentions previous elected office experience,Candidate provides no information,Candidate provides no information,Candidate provides no information,Candidate provides no information,Candidate provides no information,Candidate provides no information,Candidate provides no information,Candidate supports comprehensive immigration reform (including a path to citizenship for illegal immigrants),Candidate provides no information,Candidate provides no information,Candidate supports major criminal justice reform,Candidate provides no information,Candidate provides no information,Candidate provides no information,Candidate provides no information,Candidate provides no information,Candidate provides no information,Candidate provides no information,Progressive Democrat,,0,0,1,0,NEGATIVE MENTION,NO MENTION,NO MENTION,NO MENTION,NO MENTION,NO MENTION,,1,,steven horsford,NV-4,6,352,steven horsford,NV,U.S. House Nevada District 4,Representative,Regular,6/12/18,Advanced,None,1,3.8199999,61.740002,Yes,1,0,0,1,0,0,0,Yes,,Yes,Yes,,,No,No,,,,,,4,NV-4,6
317,578,KATE,BROWNING,NY,1,Democrat,,,http://votekatebrowning.com/,Female,"No, the candidate does not include any information about serving in the military",Bachelor's Degree,Married,Candidate mentions previous elected office experience,Candidate provides complicated/complex/unclear position,Candidate provides no information,Candidate provides no information,Candidate provides no information,Candidate provides no information,Candidate provides no information,Candidate supports gun control measures,Candidate supports comprehensive immigration reform (including a path to citizenship for illegal immigrants),Candidate identifies with the pro-choice position (i.e. supports abortion rights),Candidate supports marriage equality measures,Candidate provides no information,Candidate provides complicated/complex/unclear position,Candidate provides no information,Candidate provides no information,Candidate provides no information,Candidate provides no information,Candidate provides no information,Candidate provides no information,Progressive Democrat,,0,1,1,0,NEGATIVE MENTION,NO MENTION,NO MENTION,NO MENTION,POSITIVE MENTION,NEGATIVE MENTION,,0,,kate browning,NY-1,5,355,kate browning,NY,U.S. House New York District 1,Representative,Regular,6/26/18,Lost,None,0,-11.63,30.32,No,0,0,0,1,0,0,0,,,,,,,,,,,,,,1,NY-1,5
318,579,DAVID,PECHEFSKY,NY,1,Democrat,,,https://www.pechefskyforcongress.com/,Male,"No, the candidate does not include any information about serving in the military",Master's Degree (includes MBA),Married,,Candidate provides complicated/complex/unclear position,Candidate supports raising the minimum wage,Candidate supports raising taxes on the wealthy/corporations,Candidate provides no information,Candidate calls for lowering the national debt or calls for deficit reduction,Candidate provides no information,Candidate supports gun control measures,Candidate supports comprehensive immigration reform (including a path to citizenship for illegal immigrants),Candidate identifies with the pro-choice position (i.e. supports abortion rights),Candidate supports marriage equality measures,Candidate supports major criminal justice reform,Candidate provides no information,Candidate supports regulations and measures to combat climate change,"Candidate supports reforming campaign finance (""overturning Citizens United,"" ""no more SuperPACs,"" etc.)",Candidate provides no information,Candidate supports a reduction in military spending,Candidate provides complicated/complex/unclear position,Candidate provides no information,Progressive Democrat,,0,0,1,0,NEGATIVE MENTION,NO MENTION,NO MENTION,NO MENTION,NO MENTION,NO MENTION,"Yes, candidate supports universal healthcare reforms",0,,david pechefsky,NY-1,5,353,david pechefsky,NY,U.S. House New York District 1,Representative,Regular,6/26/18,Lost,None,0,-11.63,11.9,No,0,0,0,0,0,0,0,,,,,,,,,,,,,,1,NY-1,5
319,580,ELAINE,DIMASI,NY,1,Democrat,,,https://elainedimasi.com/,Female,"No, the candidate does not include any information about serving in the military",Ph.D.,No information,,Candidate provides complicated/complex/unclear position,Candidate provides no information,Candidate provides complicated/complex/unclear position,Candidate provides no information,Candidate provides no information,Candidate provides no information,Candidate supports gun control measures,Candidate supports comprehensive immigration reform (including a path to citizenship for illegal immigrants),Candidate identifies with the pro-choice position (i.e. supports abortion rights),Candidate supports marriage equality measures,Candidate provides no information,Candidate supports federal proposals for major education reform (including common core),Candidate supports regulations and measures to combat climate change,Candidate provides no information,Candidate provides no information,Candidate opposes reductions in military spending,Candidate provides no information,Candidate provides no information,Establishment Democrat,,0,1,1,0,NEGATIVE MENTION,NO MENTION,NO MENTION,NO MENTION,NO MENTION,NO MENTION,"Yes, candidate supports universal healthcare reforms",0,,elaine dimasi,NY-1,5,354,elaine dimasi,NY,U.S. House New York District 1,Representative,Regular,6/26/18,Lost,None,0,-11.63,5.9200001,No,0,0,0,0,0,1,0,,,,,,,,,,,,,,1,NY-1,5
320,581,VIVIAN,VILORIA-FISHER,NY,1,Democrat,,,https://www.vivianforlongisland.org/,Female,"No, the candidate does not include any information about serving in the military",Master's Degree (includes MBA),No information,Candidate mentions previous elected office experience,Candidate provides complicated/complex/unclear position,Candidate supports raising the minimum wage,Candidate supports raising taxes on the wealthy/corporations,Candidate provides no information,Candidate provides no information,Candidate supports protecting the status quo Social Security system,Candidate supports gun control measures,Candidate supports comprehensive immigration reform (including a path to citizenship for illegal immigrants),Candidate identifies with the pro-choice position (i.e. supports abortion rights),Candidate supports marriage equality measures,Candidate supports major criminal justice reform,Candidate provides complicated/complex/unclear position,Candidate supports regulations and measures to combat climate change,"Candidate supports reforming campaign finance (""overturning Citizens United,"" ""no more SuperPACs,"" etc.)",Candidate provides no information,Candidate provides no information,Candidate provides no information,Candidate provides no information,Progressive Democrat,,0,1,1,0,NEGATIVE MENTION,NO MENTION,NO MENTION,NO MENTION,NO MENTION,NO MENTION,"Yes, candidate supports universal healthcare reforms",0,,vivian viloria-fisher,NY-1,5,357,vivian viloria-fisher,NY,U.S. House New York District 1,Representative,Regular,6/26/18,Lost,None,0,-11.63,16.26,No,1,0,0,1,0,0,0,,,,,,,,,,,,,,1,NY-1,5
321,582,PERRY,GERSHON,NY,1,Democrat,,,https://www.perrygershon.com/,Male,"No, the candidate does not include any information about serving in the military",Master's Degree (includes MBA),Married,,Candidate provides complicated/complex/unclear position,Candidate supports raising the minimum wage,Candidate supports raising taxes on the wealthy/corporations,Candidate provides no information,Candidate calls for lowering the national debt or calls for deficit reduction,Candidate supports protecting the status quo Social Security system,Candidate supports gun control measures,Candidate supports comprehensive immigration reform (including a path to citizenship for illegal immigrants),Candidate identifies with the pro-choice position (i.e. supports abortion rights),Candidate supports marriage equality measures,Candidate provides no information,Candidate supports federal proposals for major education reform (including common core),Candidate supports regulations and measures to combat climate change,Candidate provides no information,Candidate supports legalization/decriminalization of marijuana,Candidate opposes reductions in military spending,Candidate supports status quo efforts to combat terrorism,Candidate notes Russia as political enemy of the United States,Progressive Democrat,,0,0,1,0,NEGATIVE MENTION,NEUTRAL MENTION,NO MENTION,NO MENTION,POSITIVE MENTION,NO MENTION,"Yes, candidate supports universal healthcare reforms",1,,perry gershon,NY-1,5,356,perry gershon,NY,U.S. House New York District 1,Representative,Regular,6/26/18,Advanced,None,1,-11.63,35.450001,Yes,0,0,0,0,1,1,0,,,,,,,,,,,,,,1,NY-1,5
322,583,DuWayne ,Gregory ,NY,2,Democrat,,,https://www.duwaynegregory.com/issues,Male,"Yes, the candidate serves or served in the military",No Education Information Listed,No information,Candidate mentions previous elected office experience,Candidate provides no information,Candidate supports raising the minimum wage,Candidate supports raising taxes on the wealthy/corporations,Candidate supports placing smart regulations on business,Candidate provides no information,Candidate provides no information,Candidate provides no information,Candidate provides no information,Candidate identifies with the pro-choice position (i.e. supports abortion rights),Candidate provides no information,Candidate provides no information,Candidate provides no information,Candidate supports regulations and measures to combat climate change,"Candidate supports reforming campaign finance (""overturning Citizens United,"" ""no more SuperPACs,"" etc.)",Candidate provides no information,Candidate provides no information,Candidate provides no information,Candidate provides no information,Progressive Democrat,,0,0,1,0,NEGATIVE MENTION,NO MENTION,NO MENTION,NO MENTION,NO MENTION,NO MENTION,,0,,duwayne  gregory ,NY-2,2,371,duwayne gregory,NY,U.S. House New York District 2,Representative,Regular,6/26/18,Lost,None,0,-8.2600002,41.639999,No,1,1,0,1,0,0,0,,No,Yes,,,,No,,,No,Yes,Yes,,2,NY-2,2
323,588,ZACH,EMIG,NY,11,Democrat,,,http://www.zachemig2018.com/,Male,"No, the candidate does not include any information about serving in the military",Master's Degree (includes MBA),Divorced,,Candidate provides complicated/complex/unclear position,Candidate supports raising the minimum wage,Candidate supports raising taxes on the wealthy/corporations,Candidate provides no information,Candidate provides no information,Candidate supports protecting the status quo Social Security system,Candidate provides no information,Candidate supports comprehensive immigration reform (including a path to citizenship for illegal immigrants),Candidate identifies with the pro-choice position (i.e. supports abortion rights),Candidate provides no information,Candidate supports major criminal justice reform,Candidate provides no information,Candidate supports regulations and measures to combat climate change,"Candidate supports reforming campaign finance (""overturning Citizens United,"" ""no more SuperPACs,"" etc.)",Candidate supports legalization/decriminalization of marijuana,Candidate provides no information,Candidate provides complicated/complex/unclear position,Candidate provides no information,Progressive Democrat,,0,0,1,0,NO MENTION,POSITIVE MENTION,NO MENTION,NO MENTION,NO MENTION,NO MENTION,"Yes, candidate supports universal healthcare reforms",0,,zach emig,NY-11,6,363,zach emig,NY,U.S. House New York District 11,Representative,Regular,6/26/18,Lost,None,0,-8.8100004,1.26,No,0,0,0,0,0,0,0,No,,,,,,,,,,No,No,,11,NY-11,6
324,589,OMAR,VAID,NY,11,Democrat,,,https://www.omarvaid.com/,Male,"No, the candidate does not include any information about serving in the military",Bachelor's Degree,Married,,Candidate provides complicated/complex/unclear position,Candidate supports raising the minimum wage,Candidate supports raising taxes on the wealthy/corporations,Candidate supports placing smart regulations on business,Candidate provides no information,Candidate supports protecting the status quo Social Security system,Candidate supports gun control measures,Candidate supports comprehensive immigration reform (including a path to citizenship for illegal immigrants),Candidate identifies with the pro-choice position (i.e. supports abortion rights),Candidate supports marriage equality measures,Candidate provides no information,Candidate provides complicated/complex/unclear position,Candidate supports regulations and measures to combat climate change,Candidate provides no information,Candidate provides no information,Candidate provides no information,Candidate provides no information,Candidate provides no information,Establishment Democrat,,0,0,1,0,NEGATIVE MENTION,NO MENTION,NO MENTION,NO MENTION,NO MENTION,NEGATIVE MENTION,"Yes, candidate supports universal healthcare reforms",0,,omar vaid,NY-11,6,360,omar vaid,NY,U.S. House New York District 11,Representative,Regular,6/26/18,Lost,None,0,-8.8100004,8.4300003,No,1,0,0,0,0,0,0,No,,,,,,,,,,No,No,,11,NY-11,6
325,590,RADHAKRISHNA,MOHAN,NY,11,Democrat,,,http://mohanforcongress.com/,Male,"No, the candidate does not include any information about serving in the military",Master's Degree (includes MBA),Married,Candidate mentions previous elected office experience,Candidate explicitly supports ACA,Candidate supports raising the minimum wage,Candidate supports raising taxes on the wealthy/corporations,Candidate provides no information,Candidate provides no information,Candidate supports protecting the status quo Social Security system,Candidate provides no information,Candidate provides complicated/complex/unclear position,Candidate provides no information,Candidate supports marriage equality measures,Candidate provides no information,Candidate provides no information,Candidate supports regulations and measures to combat climate change,Candidate provides no information,Candidate provides no information,Candidate provides no information,Candidate provides complicated/complex/unclear position,Candidate provides no information,Establishment Democrat,,0,0,1,0,NO MENTION,NO MENTION,NO MENTION,NO MENTION,NO MENTION,NO MENTION,,0,,radhakrishna mohan,NY-11,6,362,radhakrishna mohan,NY,U.S. House New York District 11,Representative,Regular,6/26/18,Lost,None,0,-8.8100004,3.78,No,1,0,0,0,0,1,0,No,,,,,,,,,,No,No,,11,NY-11,6
326,591,PAUL,SPERLING,NY,11,Democrat,,,https://paulsperling.com/,Male,"No, the candidate does not include any information about serving in the military",No Education Information Listed,No information,,Candidate provides complicated/complex/unclear position,Candidate supports raising the minimum wage,Candidate provides no information,Candidate provides no information,Candidate provides no information,Candidate provides no information,Candidate provides no information,Candidate provides complicated/complex/unclear position,Candidate provides no information,Candidate provides no information,Candidate supports major criminal justice reform,Candidate provides complicated/complex/unclear position,Candidate supports regulations and measures to combat climate change,Candidate provides no information,Candidate supports legalization/decriminalization of marijuana,Candidate provides no information,Candidate provides no information,Candidate provides no information,Progressive Democrat,,0,0,1,0,NO MENTION,NO MENTION,NO MENTION,NO MENTION,NO MENTION,NO MENTION,"Yes, candidate supports universal healthcare reforms",0,,paul sperling,NY-11,6,361,paul sperling,NY,U.S. House New York District 11,Representative,Regular,6/26/18,Lost,None,0,-8.8100004,2.29,No,0,0,0,0,0,0,0,No,,,,,,,,,,No,No,,11,NY-11,6
327,592,MICHAEL,DEVITO,NY,11,Democrat,,,https://www.devitoforcongress.com/,Male,"Yes, the candidate serves or served in the military",No Education Information Listed,Married,,Candidate provides complicated/complex/unclear position,Candidate supports raising the minimum wage,Candidate supports raising taxes on the wealthy/corporations,Candidate supports placing smart regulations on business,Candidate calls for lowering the national debt or calls for deficit reduction,Candidate supports protecting the status quo Social Security system,Candidate supports gun control measures,Candidate supports comprehensive immigration reform (including a path to citizenship for illegal immigrants),Candidate identifies with the pro-choice position (i.e. supports abortion rights),Candidate supports marriage equality measures,Candidate supports major criminal justice reform,Candidate supports federal proposals for major education reform (including common core),Candidate supports regulations and measures to combat climate change,Candidate provides no information,Candidate supports legalization/decriminalization of marijuana,Candidate provides no information,Candidate provides no information,Candidate provides no information,Progressive Democrat,,0,0,1,0,NO MENTION,NO MENTION,NO MENTION,NO MENTION,NO MENTION,NO MENTION,"Yes, candidate supports universal healthcare reforms",0,,michael devito,NY-11,6,359,michael devito jr.,NY,U.S. House New York District 11,Representative,Regular,6/26/18,Lost,None,0,-8.8100004,18.42,No,1,1,0,0,0,0,0,No,,,,,,,,,,No,No,,11,NY-11,6
328,593,MAX,ROSE,NY,11,Democrat,,,https://www.maxroseforcongress.com/,Female,"Yes, the candidate serves or served in the military",Master's Degree (includes MBA),Married,,Candidate provides complicated/complex/unclear position,Candidate provides no information,Candidate supports raising taxes on the wealthy/corporations,Candidate provides no information,Candidate calls for lowering the national debt or calls for deficit reduction,Candidate provides no information,Candidate supports gun control measures,Candidate supports comprehensive immigration reform (including a path to citizenship for illegal immigrants),Candidate identifies with the pro-choice position (i.e. supports abortion rights),Candidate provides no information,Candidate provides no information,Candidate provides complicated/complex/unclear position,Candidate supports regulations and measures to combat climate change,Candidate provides no information,Candidate provides no information,Candidate opposes reductions in military spending,Candidate provides no information,Candidate notes Russia as political enemy of the United States,Establishment Democrat,,0,1,1,0,NEGATIVE MENTION,NO MENTION,NO MENTION,NO MENTION,NO MENTION,NO MENTION,,1,,max rose,NY-11,6,358,max rose,NY,U.S. House New York District 11,Representative,Regular,6/26/18,Advanced,None,1,-8.8100004,62.650002,Yes,0,1,0,0,0,0,0,Yes,,,,,,,,,,Yes,Yes,,11,NY-11,6
329,599,DAVE,CLEGG,NY,19,Democrat,,,http://davecleggforcongress.com/,Male,"No, the candidate does not include any information about serving in the military",J.D.,Married,,Candidate provides complicated/complex/unclear position,Candidate provides no information,Candidate provides no information,Candidate provides no information,Candidate provides no information,Candidate supports protecting the status quo Social Security system,Candidate provides no information,Candidate provides no information,Candidate identifies with the pro-choice position (i.e. supports abortion rights),Candidate supports marriage equality measures,Candidate provides complicated/complex/unclear position,Candidate supports federal proposals for major education reform (including common core),Candidate supports regulations and measures to combat climate change,Candidate provides no information,Candidate provides no information,Candidate provides no information,Candidate provides no information,Candidate provides no information,Establishment Democrat,,0,0,1,0,NEGATIVE MENTION,NO MENTION,NEUTRAL MENTION,NO MENTION,NO MENTION,NO MENTION,"Yes, candidate supports universal healthcare reforms",0,,dave clegg,NY-19,7,366,david clegg,NY,U.S. House New York District 19,Representative,Regular,6/26/18,Lost,None,0,-6.0799999,11.08,No,0,0,0,0,1,0,0,,No,No,,,,,No,,Yes,,No,,19,NY-19,7
330,600,JEFF,BEALS,NY,19,Democrat,,,https://bealsforcongress.com/,Male,"No, the candidate does not include any information about serving in the military",Master's Degree (includes MBA),Married,,Candidate provides complicated/complex/unclear position,Candidate supports raising the minimum wage,Candidate supports raising taxes on the wealthy/corporations,Candidate supports placing smart regulations on business,Candidate provides no information,Candidate supports protecting the status quo Social Security system,Candidate supports gun control measures,Candidate supports comprehensive immigration reform (including a path to citizenship for illegal immigrants),Candidate identifies with the pro-choice position (i.e. supports abortion rights),Candidate supports marriage equality measures,Candidate supports major criminal justice reform,Candidate provides no information,Candidate supports regulations and measures to combat climate change,Candidate provides no information,Candidate provides no information,Candidate provides no information,Candidate provides complicated/complex/unclear position,Candidate provides no information,Progressive Democrat,,0,0,1,0,NEGATIVE MENTION,NO MENTION,POSITIVE MENTION,NO MENTION,NO MENTION,NO MENTION,"Yes, candidate supports universal healthcare reforms",0,,jeff beals,NY-19,7,369,jeff beals,NY,U.S. House New York District 19,Representative,Regular,6/26/18,Lost,None,0,-6.0799999,13.18,No,0,0,0,0,0,0,0,,No,No,,,,,Yes,,No,,No,,19,NY-19,7
331,601,ERIN,COLLIER,NY,19,Democrat,,,https://www.collierforcongress.com/,Female,"No, the candidate does not include any information about serving in the military",Master's Degree (includes MBA),No information,,Candidate provides complicated/complex/unclear position,Candidate supports raising the minimum wage,Candidate supports raising taxes on the wealthy/corporations,Candidate provides no information,Candidate provides no information,Candidate provides no information,Candidate supports gun control measures,Candidate supports comprehensive immigration reform (including a path to citizenship for illegal immigrants),Candidate identifies with the pro-choice position (i.e. supports abortion rights),Candidate provides no information,Candidate provides no information,Candidate supports federal proposals for major education reform (including common core),Candidate supports regulations and measures to combat climate change,Candidate provides no information,Candidate provides no information,Candidate provides no information,Candidate provides no information,Candidate provides no information,Progressive Democrat,,0,1,1,0,NEGATIVE MENTION,NEUTRAL MENTION,NO MENTION,NO MENTION,NO MENTION,NO MENTION,"Yes, candidate supports universal healthcare reforms",0,,erin collier,NY-19,7,367,erin collier,NY,U.S. House New York District 19,Representative,Regular,6/26/18,Lost,None,0,-6.0799999,4.8600001,No,0,0,0,0,0,0,0,,Yes,Yes,,,,,No,,No,,No,,19,NY-19,7
332,602,BRIAN,FLYNN,NY,19,Democrat,,,https://www.brianflynn.us/,Male,"No, the candidate does not include any information about serving in the military",Bachelor's Degree,Married,,Candidate provides complicated/complex/unclear position,Candidate provides no information,Candidate provides no information,Candidate provides no information,Candidate provides no information,Candidate supports protecting the status quo Social Security system,Candidate supports gun control measures,Candidate supports comprehensive immigration reform (including a path to citizenship for illegal immigrants),Candidate identifies with the pro-choice position (i.e. supports abortion rights),Candidate supports marriage equality measures,Candidate supports major criminal justice reform,Candidate provides no information,Candidate supports regulations and measures to combat climate change,"Candidate supports reforming campaign finance (""overturning Citizens United,"" ""no more SuperPACs,"" etc.)",Candidate supports legalization/decriminalization of marijuana,Candidate provides no information,Candidate provides no information,Candidate provides no information,Progressive Democrat,,0,0,1,0,NEGATIVE MENTION,POSITIVE MENTION,NO MENTION,NO MENTION,NO MENTION,NO MENTION,"Yes, candidate supports universal healthcare reforms",0,,brian flynn,NY-19,7,365,brian flynn,NY,U.S. House New York District 19,Representative,Regular,6/26/18,Lost,None,0,-6.0799999,13.18,No,0,0,0,0,1,0,0,,No,No,,,,,No,,No,,No,,19,NY-19,7
333,603,PAT,RYAN,NY,19,Democrat,,,https://patryanforcongress.com/,Male,"Yes, the candidate serves or served in the military",Master's Degree (includes MBA),Married,,Candidate provides complicated/complex/unclear position,Candidate supports raising the minimum wage,Candidate supports raising taxes on the wealthy/corporations,Candidate supports placing smart regulations on business,Candidate provides no information,Candidate supports protecting the status quo Social Security system,Candidate supports gun control measures,Candidate supports comprehensive immigration reform (including a path to citizenship for illegal immigrants),Candidate identifies with the pro-choice position (i.e. supports abortion rights),Candidate supports marriage equality measures,Candidate supports major criminal justice reform,Candidate provides complicated/complex/unclear position,Candidate supports regulations and measures to combat climate change,Candidate provides no information,Candidate provides no information,Candidate provides no information,Candidate provides complicated/complex/unclear position,Candidate provides no information,Progressive Democrat,,0,0,1,0,NEGATIVE MENTION,NO MENTION,NO MENTION,NO MENTION,NO MENTION,NO MENTION,"Yes, candidate supports universal healthcare reforms",0,,pat ryan,NY-19,7,370,pat ryan,NY,U.S. House New York District 19,Representative,Regular,6/26/18,Lost,None,0,-6.0799999,17.719999,No,0,1,0,0,0,0,0,,No,No,,,,,No,,Yes,,Yes,,19,NY-19,7
334,604,GARETH,RHODES,NY,19,Democrat,,,https://www.garethrhodes.com/,Male,"No, the candidate does not include any information about serving in the military",J.D.,No information,,Candidate provides complicated/complex/unclear position,Candidate provides no information,Candidate provides no information,Candidate supports placing smart regulations on business,Candidate provides no information,Candidate provides no information,Candidate supports gun control measures,Candidate supports comprehensive immigration reform (including a path to citizenship for illegal immigrants),Candidate identifies with the pro-choice position (i.e. supports abortion rights),Candidate provides no information,Candidate provides no information,Candidate provides no information,Candidate supports regulations and measures to combat climate change,"Candidate supports reforming campaign finance (""overturning Citizens United,"" ""no more SuperPACs,"" etc.)",Candidate provides no information,Candidate provides no information,Candidate provides no information,Candidate provides no information,Establishment Democrat,,0,0,1,0,NO MENTION,NO MENTION,NO MENTION,NO MENTION,NO MENTION,NO MENTION,"Yes, candidate supports universal healthcare reforms",0,,gareth rhodes,NY-19,7,368,gareth rhodes,NY,U.S. House New York District 19,Representative,Regular,6/26/18,Lost,None,0,-6.0799999,17.85,No,0,0,0,0,0,0,0,,No,No,,,,,No,,Yes,,No,,19,NY-19,7
335,605,ANTONIO,DELGADO,NY,19,Democrat,,,https://www.delgadoforcongress.com/,Male,"No, the candidate does not include any information about serving in the military",J.D.,Married,,Candidate provides complicated/complex/unclear position,Candidate supports raising the minimum wage,Candidate supports raising taxes on the wealthy/corporations,Candidate supports placing smart regulations on business,Candidate calls for lowering the national debt or calls for deficit reduction,Candidate provides no information,Candidate supports gun control measures,Candidate supports comprehensive immigration reform (including a path to citizenship for illegal immigrants),Candidate identifies with the pro-choice position (i.e. supports abortion rights),Candidate supports marriage equality measures,Candidate supports major criminal justice reform,Candidate provides complicated/complex/unclear position,Candidate supports regulations and measures to combat climate change,"Candidate supports reforming campaign finance (""overturning Citizens United,"" ""no more SuperPACs,"" etc.)",Candidate provides no information,Candidate provides no information,Candidate provides no information,Candidate notes Russia as political enemy of the United States,Establishment Democrat,,0,0,1,0,NEGATIVE MENTION,NO MENTION,NO MENTION,NO MENTION,POSITIVE MENTION,NO MENTION,,1,,antonio delgado,NY-19,7,364,antonio delgado,NY,U.S. House New York District 19,Representative,Regular,6/26/18,Advanced,None,1,-6.0799999,21.99,Yes,1,0,0,0,0,0,0,,No,Yes,,,,,No,,No,,No,,19,NY-19,7
336,606,PATRICK,NELSON,NY,21,Democrat,,,https://www.nelsonforny.com/,Male,"No, the candidate does not include any information about serving in the military",J.D.,No information,,Candidate provides complicated/complex/unclear position,Candidate supports raising the minimum wage,Candidate provides no information,Candidate supports placing smart regulations on business,Candidate provides no information,Candidate supports protecting the status quo Social Security system,Candidate provides no information,Candidate provides no information,Candidate identifies with the pro-choice position (i.e. supports abortion rights),Candidate provides no information,Candidate provides no information,Candidate provides no information,Candidate supports regulations and measures to combat climate change,Candidate provides no information,Candidate provides no information,Candidate provides no information,Candidate provides no information,Candidate provides no information,Progressive Democrat,,0,0,1,0,NO MENTION,NO MENTION,POSITIVE MENTION,NO MENTION,NO MENTION,NO MENTION,"Yes, candidate supports universal healthcare reforms",0,,patrick nelson,NY-21,6,376,patrick nelson,NY,U.S. House New York District 21,Representative,Regular,6/26/18,Lost,None,0,-11.43,9.1199999,No,0,0,0,0,0,1,0,,,Yes,,,,Yes,Yes,,No,No,,,21,NY-21,5
337,607,EMILY,MARTZ,NY,21,Democrat,,,https://martzforcongress.com/,Female,"No, the candidate does not include any information about serving in the military",Bachelor's Degree,No information,,Candidate provides complicated/complex/unclear position,Candidate provides no information,Candidate supports raising taxes on the wealthy/corporations,Candidate supports placing smart regulations on business,Candidate provides no information,Candidate supports protecting the status quo Social Security system,Candidate provides no information,Candidate provides no information,Candidate identifies with the pro-choice position (i.e. supports abortion rights),Candidate provides no information,Candidate provides no information,Candidate supports federal proposals for major education reform (including common core),Candidate supports regulations and measures to combat climate change,Candidate provides no information,Candidate provides no information,Candidate provides no information,Candidate provides no information,Candidate provides no information,Establishment Democrat,,0,1,1,0,NEGATIVE MENTION,NO MENTION,NO MENTION,NO MENTION,NO MENTION,NO MENTION,"Yes, candidate supports universal healthcare reforms",0,,emily martz,NY-21,6,374,emily martz,NY,U.S. House New York District 21,Representative,Regular,6/26/18,Lost,None,0,-11.43,10.37,No,0,0,0,0,0,0,0,,,No,,,,No,No,,No,No,,,21,NY-21,5
